电影天堂电影之1,#genre#
动作片-古城会,https://vip.dytt-cine.com/20250522/25630_01b0d1b5/index.m3u8
动作片-病尉迟孙立,https://vip.dytt-cine.com/20250522/25629_59f09348/index.m3u8
动作片-飞渡卷云山,https://vip.dytt-cine.com/20250522/25628_4421113f/index.m3u8
恐怖片-安娜,https://vip.dytt-cine.com/20250522/25627_8845ac2b/index.m3u8
动作片-走到尽头 菲律宾版,https://vip.dytt-cine.com/20250522/25626_5e1fe0a8/index.m3u8
动作片-骑警,https://vip.dytt-cine.com/20250522/25625_0a8e9d1c/index.m3u8
剧情片-叛逆者2022,https://vip.dytt-cine.com/20250522/25624_69fc366f/index.m3u8
动作片-黑莲花公主,https://vip.dytt-cine.com/20250522/25623_eac62634/index.m3u8
动作片-挡马夺刀,https://vip.dytt-cine.com/20250522/25622_2b4bf71b/index.m3u8
动作片-大漠追云剑,https://vip.dytt-cine.com/20250522/25621_f3bda848/index.m3u8
喜剧片-打怪,https://vip.dytt-cine.com/20250522/25620_80088112/index.m3u8
动作片-除恶,https://vip.dytt-cine.com/20250522/25619_554b4108/index.m3u8
战争片-冰雪狙击2,https://vip.dytt-cine.com/20250522/25618_05016d42/index.m3u8
动作片-冰雪大围捕,https://vip.dytt-cine.com/20250522/25617_694a6dc0/index.m3u8
动作片-罪恶名单,https://vip.dytt-cine.com/20250522/25616_c764288a/index.m3u8
战争片-最后的空降兵,https://vip.dytt-cine.com/20250522/25615_9a469156/index.m3u8
动作片-最后的法师,https://vip.dytt-cine.com/20250522/25614_2993a45e/index.m3u8
动作片-真是兄弟,https://vip.dytt-cine.com/20250522/25612_fcbb3a1c/index.m3u8
动作片-遮天：禁区,https://vip.dytt-cine.com/20250522/25611_d13756f0/index.m3u8
战争片-战士2018,https://vip.dytt-cine.com/20250522/25610_bd6ad709/index.m3u8
动作片-战锋·尖峰对决,https://vip.dytt-cine.com/20250522/25609_505b6ea9/index.m3u8
动作片-杨过与小龙女,https://vip.dytt-cine.com/20250522/25607_8d825c38/index.m3u8
动作片-虎猛威龙,https://vip.dytt-cine.com/20250522/25606_accce866/index.m3u8
记录片-逆风之歌：拉丁摇滚音乐史第一季,https://vip.dytt-film.com/20250522/14694_0806a60e/index.m3u8
记录片-泰格·伍兹,https://vip.dytt-film.com/20250522/14705_38398fab/index.m3u8
记录片-铁链戒毒所：救世者之罪,https://vip.dytt-film.com/20250522/14728_7a1ccfe6/index.m3u8
记录片-完美星球,https://vip.dytt-film.com/20250522/14733_69c8d2b4/index.m3u8
记录片-游戏先锋第一季,https://vip.dytt-film.com/20250522/14748_98ecba69/index.m3u8
记录片-约克郡屠夫第一季,
记录片-2806号房：震撼控诉,https://vip.dytt-tv.com/20250522/16046_866d051d/index.m3u8
动作片-西装暴徒,https://vip.dytt-cine.com/20250522/25605_67b51a6d/index.m3u8
动作片-武神赵子龙2023,https://vip.dytt-cine.com/20250522/25604_f9c42040/index.m3u8
动作片-无间之战,https://vip.dytt-cine.com/20250522/25603_53e4db6f/index.m3u8
动作片-天坑寻龙,https://vip.dytt-cine.com/20250522/25602_2cd39cf1/index.m3u8
动作片-十三太保之风云再起,https://vip.dytt-cine.com/20250522/25601_f29ecfa6/index.m3u8
剧情片-深渊鲨难,https://vip.dytt-cine.com/20250522/25599_51b68f51/index.m3u8
动作片-深渊宝藏,https://vip.dytt-cine.com/20250522/25598_74e8c845/index.m3u8
动作片-少侠快跑,https://vip.dytt-cine.com/20250522/25597_c89723a4/index.m3u8
动作片-上海滩之风云正道,https://vip.dytt-cine.com/20250522/25596_8cfedff8/index.m3u8
动作片-人烟之岛,https://vip.dytt-cine.com/20250522/25595_8ce77501/index.m3u8
爱情片-热恋中的他,
动作片-枪神再起,https://vip.dytt-cine.com/20250522/25593_0006dd05/index.m3u8
动作片-奇门飞甲,https://vip.dytt-cine.com/20250522/25592_0ef63386/index.m3u8
记录片-弗兰·勒博维茨：假装我们在城市,https://vip.dytt-tv.com/20250522/16116_adc32ce9/index.m3u8
动作片-怒火追击,https://vip.dytt-cine.com/20250522/25591_ab4981fb/index.m3u8
动作片-牡丹令,https://vip.dytt-cine.com/20250522/25590_f220707c/index.m3u8
记录片-黑夜跟踪狂：追捕连环杀手,https://vip.dytt-tv.com/20250522/16165_24a1cf9a/index.m3u8
记录片-漫威616,https://vip.dytt-tv.com/20250522/16205_4f46995c/index.m3u8
记录片-夜色中的地球第二季,https://vip.dytt-tv.com/20250522/16259_1501c2e6/index.m3u8
记录片-夜色中的地球第一季,https://vip.dytt-tv.com/20250522/16265_ae714b28/index.m3u8
动作片-陌路狂刀,https://vip.dytt-cine.com/20250522/25589_3f4a917d/index.m3u8
动作片-罗布泊幽陵,https://vip.dytt-cine.com/20250522/25588_f83d1384/index.m3u8
动作片-零号追杀,https://vip.dytt-cine.com/20250522/25587_2b3aa41e/index.m3u8
动作片-老板娘3,https://vip.dytt-cine.com/20250522/25585_80db35df/index.m3u8
动作片-绝地追击,https://vip.dytt-cine.com/20250522/25584_33cbad17/index.m3u8
动作片-金牌保镖,https://vip.dytt-cine.com/20250522/25583_6e18b12a/index.m3u8
动作片-见怪,https://vip.dytt-cine.com/20250522/25582_1212ef2e/index.m3u8
动作片-即时引爆,https://vip.dytt-cine.com/20250522/25580_b06cd72e/index.m3u8
动作片-极速阻击,https://vip.dytt-cine.com/20250522/25579_86f77fb5/index.m3u8
动作片-极速战警之毒暴,https://vip.dytt-cine.com/20250522/25578_c566177f/index.m3u8
动作片-极速搏杀,https://vip.dytt-cine.com/20250522/25577_de9cf7fc/index.m3u8
动作片-画心之双生劫,https://vip.dytt-cine.com/20250522/25576_016dda40/index.m3u8
动作片-护国密探,https://vip.dytt-cine.com/20250522/25575_e5299a3f/index.m3u8
剧情片-怪物来袭,https://vip.dytt-cine.com/20250522/25574_da502cff/index.m3u8
剧情片-歌舞青春中国版,https://vip.dytt-cine.com/20250522/25573_15d4408a/index.m3u8
动作片-羔羊游戏,https://vip.dytt-cine.com/20250522/25571_87a57c9d/index.m3u8
动作片-疯子老爸,https://vip.dytt-cine.com/20250522/25570_70b546d3/index.m3u8
动作片-发丘陵冢,https://vip.dytt-cine.com/20250522/25569_ebe4361b/index.m3u8
动作片-鳄梦岛,https://vip.dytt-cine.com/20250522/25568_07b6b142/index.m3u8
动作片-断卡风暴,https://vip.dytt-cine.com/20250522/25567_bd38184e/index.m3u8
恐怖片-斗破阴阳宅,https://vip.dytt-cine.com/20250522/25566_54e86f8a/index.m3u8
剧情片-蝶影救赎,https://vip.dytt-cine.com/20250522/25565_05b755ac/index.m3u8
动作片-狄仁杰之通天玄案,https://vip.dytt-cine.com/20250522/25564_d2f8a028/index.m3u8
动作片-倒数救援战,https://vip.dytt-cine.com/20250522/25563_a7f6b31d/index.m3u8
动作片-刀剑乱舞 电影版,https://vip.dytt-cine.com/20250522/25562_059def45/index.m3u8
动作片-阿盖尔：神秘特工,https://vip.dytt-cine.com/20250522/25561_bd652bf1/index.m3u8
科幻片-蜘蛛夫人：超感觉醒,https://vip.dytt-cine.com/20250522/25560_ab8d6958/index.m3u8
动作片-王者天下3,https://vip.dytt-cine.com/20250522/25559_a6eab556/index.m3u8
动作片-少女斗恶龙,https://vip.dytt-cine.com/20250522/25558_7d571ef4/index.m3u8
动作片-仁义的墓场,https://vip.dytt-cine.com/20250522/25557_4b6f0a34/index.m3u8
恐怖片-死神来了6：血脉诅咒,https://vip.dytt-cinema.com/20250522/22896_b6d0d3c6/index.m3u8
记录片-间谍之道第一季,https://vip.dytt-film.com/20250522/14556_14aa3629/index.m3u8
记录片-这就是我们：布鲁克林圣徒队,https://vip.dytt-film.com/20250522/14641_0e143c3b/index.m3u8
记录片-最后机会大学：篮球第二季,https://vip.dytt-film.com/20250522/14680_f31bad5d/index.m3u8
记录片-最后机会大学：篮球,https://vip.dytt-film.com/20250522/14688_75733484/index.m3u8
记录片-艾伦对决法罗,https://vip.dytt-tv.com/20250522/15466_5b463437/index.m3u8
记录片-北极熊王国第一季,https://vip.dytt-tv.com/20250522/15468_d98fe21b/index.m3u8
记录片-打破沉默的内文卡：公职人员性骚扰案,https://vip.dytt-tv.com/20250522/15475_4ab4e72c/index.m3u8
记录片-犯罪现场：赛西尔酒店失踪事件,https://vip.dytt-tv.com/20250522/15519_3b8d8348/index.m3u8
记录片-海明威,https://vip.dytt-tv.com/20250522/15522_ec56522b/index.m3u8
记录片-摩门教徒谋杀案,https://vip.dytt-tv.com/20250522/15551_09094f96/index.m3u8
记录片-女士与戴尔,https://vip.dytt-tv.com/20250522/15555_b87c11a1/index.m3u8
记录片-生命之色,https://vip.dytt-tv.com/20250522/15564_de2d3b18/index.m3u8
记录片-失落的海盗王国,https://vip.dytt-tv.com/20250522/15570_d69aed2b/index.m3u8
记录片-史上最大的艺术品盗窃案,https://vip.dytt-tv.com/20250522/15574_75814c64/index.m3u8
记录片-消灭所有的野兽,https://vip.dytt-tv.com/20250522/15623_84fc285c/index.m3u8
记录片-修正案：为美国而战,https://vip.dytt-tv.com/20250522/15629_d59ef676/index.m3u8
动作片-目中无人2,https://vip.dytt-cine.com/20250522/25556_9fd54dd7/index.m3u8
动作片-静夜厮杀,https://vip.dytt-cine.com/20250522/25555_aea97899/index.m3u8
动作片-惊天激战,https://vip.dytt-cine.com/20250522/25554_66e59e17/index.m3u8
恐怖片-荒野2014,https://vip.dytt-cine.com/20250522/25553_20309016/index.m3u8
动作片-斗阵60分,https://vip.dytt-cine.com/20250522/25552_221d772d/index.m3u8
动作片-灭灯军团,https://vip.dytt-cine.com/20250522/25551_b4aa16d8/index.m3u8
动作片-B级文件,https://vip.dytt-cine.com/20250522/25550_24bb26bb/index.m3u8
动作片-最后的交易,https://vip.dytt-cine.com/20250522/25549_6d465fa0/index.m3u8
动作片-松江教父,https://vip.dytt-cine.com/20250522/25548_69f6ef34/index.m3u8
动作片-时空对战,https://vip.dytt-cine.com/20250522/25547_3ad351a5/index.m3u8
剧情片-囚犯之女,https://vip.dytt-cine.com/20250522/25546_7afc2a63/index.m3u8
动作片-麦客,https://vip.dytt-cine.com/20250522/25545_0655abec/index.m3u8
动作片-堡垒危机2,https://vip.dytt-cine.com/20250522/25544_96045cb4/index.m3u8
动作片-恐袭工程师,https://vip.dytt-cine.com/20250521/25538_90a8d5ae/index.m3u8
动作片-绝望之路,https://vip.dytt-cine.com/20250522/25540_6ae87b53/index.m3u8
动作片-绝望海峡,https://vip.dytt-cine.com/20250521/25536_3ae84dcb/index.m3u8
动作片-集体追杀,https://vip.dytt-cine.com/20250521/25535_68f4f1c9/index.m3u8
动作片-封神天下杨戬传,https://vip.dytt-cine.com/20250521/25534_f5011865/index.m3u8
动作片-弹片,https://vip.dytt-cine.com/20250521/25533_5b48cf6d/index.m3u8
动作片-刺客道,https://vip.dytt-cine.com/20250521/25532_c56b7bec/index.m3u8
动作片-出来战斗,https://vip.dytt-cine.com/20250521/25531_304153cd/index.m3u8
动作片-张三丰传奇之众妙之门,https://vip.dytt-cine.com/20250521/25530_e6258b95/index.m3u8
动作片-一击2：城市混战,https://vip.dytt-cine.com/20250521/25529_823daea7/index.m3u8
动作片-新威龙杀阵,https://vip.dytt-cine.com/20250521/25528_eede1694/index.m3u8
剧情片-太极旗飘扬,https://vip.dytt-cine.com/20250521/25527_41dbaeec/index.m3u8
动作片-狩猎杀手,https://vip.dytt-cine.com/20250521/25526_e59bed95/index.m3u8
动作片-圣人营救,https://vip.dytt-cine.com/20250521/25525_86a9d098/index.m3u8
动作片-杀戮高峰会,https://vip.dytt-cine.com/20250521/25524_22269b8c/index.m3u8
动作片-扫黑行动之黄金,https://vip.dytt-cine.com/20250521/25523_23f8361e/index.m3u8
动作片-破毒行动,https://vip.dytt-cine.com/20250521/25522_5328c22d/index.m3u8
动作片-莫哈维钻石,https://vip.dytt-cine.com/20250521/25521_ed3fc73e/index.m3u8
动作片-猛虎3,https://vip.dytt-cine.com/20250521/25520_fd112553/index.m3u8
动作片-龙门飞雪：寻龙教,https://vip.dytt-cine.com/20250521/25519_0b7361b9/index.m3u8
动作片-猎者之心,https://vip.dytt-cine.com/20250521/25518_98c276f8/index.m3u8
动作片-兰奇,https://vip.dytt-cine.com/20250521/25517_362f278d/index.m3u8
动作片-快枪查理,https://vip.dytt-cine.com/20250521/25516_902b2942/index.m3u8
动作片-黑暗森林,https://vip.dytt-cine.com/20250521/25514_4011b4f4/index.m3u8
动作片-犯罪都市4,https://vip.dytt-cine.com/20250521/25515_788719cc/index.m3u8
动作片-犯罪都市3,https://vip.dytt-cine.com/20250521/25512_f935853f/index.m3u8
动作片-犯罪都市2,https://vip.dytt-cine.com/20250521/25511_d3a80d22/index.m3u8
动作片-犯罪都市,https://vip.dytt-cine.com/20250521/25513_09007e0c/index.m3u8
动作片-多米尼克：凤凰崛起,https://vip.dytt-cine.com/20250521/25510_935ef067/index.m3u8
科幻片-丑人,https://vip.dytt-cine.com/20250521/25509_39349a7c/index.m3u8
动作片-捉刀人,https://vip.dytt-cine.com/20250521/25508_10040e35/index.m3u8
动作片-扎职,https://vip.dytt-cine.com/20250521/25507_851b10e5/index.m3u8
动作片-鹰神传奇,https://vip.dytt-cine.com/20250521/25506_c913d53b/index.m3u8
喜剧片-杀手游戏,https://vip.dytt-cine.com/20250521/25505_b6084eee/index.m3u8
动作片-柔板,https://vip.dytt-cine.com/20250521/25504_eecd53e5/index.m3u8
动作片-叛影浪客,https://vip.dytt-cine.com/20250521/25503_06cae2e6/index.m3u8
动作片-逆岭,https://vip.dytt-cine.com/20250521/25502_bdbe575d/index.m3u8
动作片-快人一步,https://vip.dytt-cine.com/20250521/25501_83e1adbd/index.m3u8
动作片-惊天大营救,https://vip.dytt-cine.com/20250521/25500_108fe115/index.m3u8
动作片-加勒比海盗5：死无对证,https://vip.dytt-cine.com/20250521/25499_99e54f99/index.m3u8
动作片-加勒比海盗4：惊涛怪浪,https://vip.dytt-cine.com/20250521/25498_4989116d/index.m3u8
动作片-加勒比海盗3：世界的尽头,https://vip.dytt-cine.com/20250521/25497_bfaadb09/index.m3u8
动作片-加勒比海盗2：亡灵的宝藏,https://vip.dytt-cine.com/20250521/25496_18cd1cd5/index.m3u8
动作片-加勒比海盗,https://vip.dytt-cine.com/20250521/25495_8bed24e4/index.m3u8
动作片-镖行天下之牡丹阁,https://vip.dytt-cine.com/20250521/25494_a212e4d7/index.m3u8
动作片-镖行天下之瞒天过海,https://vip.dytt-cine.com/20250521/25493_8eedf769/index.m3u8
动作片-镖行天下之龙骑禁军,https://vip.dytt-cine.com/20250521/25492_fa61ea37/index.m3u8
动作片-镖行天下之风云际会,https://vip.dytt-cine.com/20250521/25491_ec049f27/index.m3u8
动作片-镖行天下之走单骑,https://vip.dytt-cine.com/20250521/25490_7908b899/index.m3u8
动作片-镖行天下之天下镖局,https://vip.dytt-cine.com/20250521/25489_063b7d7a/index.m3u8
动作片-镖行天下之桃花劫,https://vip.dytt-cine.com/20250521/25488_ea5b2546/index.m3u8
动作片-镖行天下之神武大炮,https://vip.dytt-cine.com/20250521/25487_8648eaae/index.m3u8
动作片-镖行天下之深宅大院,https://vip.dytt-cine.com/20250521/25486_e61f7911/index.m3u8
动作片-镖行天下之七星端砚,https://vip.dytt-cine.com/20250521/25485_81ef0f44/index.m3u8
动作片-镖行天下前传之虎口夺镖,https://vip.dytt-cine.com/20250521/25484_9516fc21/index.m3u8
动作片-镖行天下前传之烽火辽东,https://vip.dytt-cine.com/20250521/25483_37499bff/index.m3u8
动作片-镖行天下前传之编外人选,https://vip.dytt-cine.com/20250521/25482_76dbfb70/index.m3u8
动作片-镖行天下前传之终极任务,https://vip.dytt-cine.com/20250521/25481_f1ce9455/index.m3u8
动作片-镖行天下前传之四百里加急,https://vip.dytt-cine.com/20250521/25479_bc8518ea/index.m3u8
动作片-镖行天下前传之库丁之谜,https://vip.dytt-cine.com/20250521/25476_b8727981/index.m3u8
动作片-镖行天下前传之决战天涯,https://vip.dytt-cine.com/20250521/25475_1c764049/index.m3u8
动作片-绝地逃亡2024,https://vip.dytt-cine.com/20250521/25474_4fa80ca6/index.m3u8
动作片-殖民地士兵,https://vip.dytt-cine.com/20250521/25473_ea734165/index.m3u8
动作片-355: 谍影特攻,https://vip.dytt-cine.com/20250521/25472_2f75f02d/index.m3u8
动作片-触发警报,https://vip.dytt-cine.com/20250521/25471_28f1287e/index.m3u8
恐怖片-巴黎深渊,https://vip.dytt-cine.com/20250521/25470_1c23e4b7/index.m3u8
动作片-暗影守卫,https://vip.dytt-cine.com/20250521/25469_b575e1f6/index.m3u8
科幻片-异星战境,https://vip.dytt-cine.com/20250521/25468_7b5f37cf/index.m3u8
动作片-谢瑶环传奇之西天胜境,https://vip.dytt-cine.com/20250521/25467_4a50c47d/index.m3u8
动作片-无双重威胁,https://vip.dytt-cine.com/20250521/25466_4d36e559/index.m3u8
动作片-铁镖,https://vip.dytt-cine.com/20250521/25465_f75de331/index.m3u8
动作片-世外桃源,https://vip.dytt-cine.com/20250521/25464_f9508660/index.m3u8
科幻片-史前怪兽,https://vip.dytt-cine.com/20250521/25463_14febc9c/index.m3u8
动作片-神之一手：鬼手篇,https://vip.dytt-cine.com/20250521/25462_302996bd/index.m3u8
动作片-迷雾刺杀,https://vip.dytt-cine.com/20250521/25461_e9484ac4/index.m3u8
动作片-猎毒风云,https://vip.dytt-cine.com/20250521/25460_c0243062/index.m3u8
科幻片-绝命海岛,https://vip.dytt-cine.com/20250521/25459_cd87b4d6/index.m3u8
剧情片-铁牛,https://vip.dytt-live.com/20250521/6951_f5cfbc87/index.m3u8
恐怖片-郑进奇谈的故事,https://vip.dytt-live.com/20250521/6950_99f0e91e/index.m3u8
恐怖片-惊声尖叫,https://vip.dytt-live.com/20250521/6947_a424ded4/index.m3u8
剧情片-窈窕淑女1998,https://vip.dytt-live.com/20250521/6945_0d98b597/index.m3u8
剧情片-红盾先锋,https://vip.dytt-live.com/20250521/6943_6a783b62/index.m3u8
动作片-木棉袈裟,https://vip.dytt-live.com/20250521/6942_c236337b/index.m3u8
恐怖片-幽灵人间2鬼味人间,https://vip.dytt-live.com/20250521/6941_aad64398/index.m3u8
动画片-钢铁侠：噬甲危机,https://vip.dytt-live.com/20250520/6939_f056bfa7/index.m3u8
喜剧片-东京漂流记,https://vip.dytt-live.com/20250520/6938_33cf42b3/index.m3u8
剧情片-雨天的妖怪,https://vip.dytt-live.com/20250520/6937_8963920e/index.m3u8
剧情片-我的母亲,https://vip.dytt-live.com/20250520/6935_ccce2fab/index.m3u8
剧情片-听候吩咐,https://vip.dytt-live.com/20250520/6934_10ffbba2/index.m3u8
动作片-生死下一秒,https://vip.dytt-live.com/20250520/6933_ef2ee09e/index.m3u8
动作片-绅士大盗,https://vip.dytt-live.com/20250520/6932_caaa29ea/index.m3u8
剧情片-少年阿超,https://vip.dytt-live.com/20250520/6931_c70341de/index.m3u8
剧情片-婚事,https://vip.dytt-live.com/20250520/6929_e0308d73/index.m3u8
动画片-魔发精灵2,https://vip.dytt-live.com/20250520/6930_2f254e66/index.m3u8
爱情片-热与尘,https://vip.dytt-live.com/20250520/6927_0ad5292c/index.m3u8
动作片-归来的玩命警探,https://vip.dytt-cine.com/20250521/25458_44ec7a76/index.m3u8
动作片-鬼城杀,https://vip.dytt-cine.com/20250521/25457_2ff71cb9/index.m3u8
动作片-高处营救,https://vip.dytt-cine.com/20250521/25456_233e59fa/index.m3u8
电影天堂电影之2,#genre#
动作片-飞速追杀,https://vip.dytt-cine.com/20250521/25455_9d1ec18d/index.m3u8
动作片-边境奇袭,https://vip.dytt-cine.com/20250521/25454_6fc65300/index.m3u8
动作片-肮脏天使,https://vip.dytt-cine.com/20250521/25453_4ba3a8aa/index.m3u8
动作片-G20峰会,https://vip.dytt-cine.com/20250521/25452_ededc7e1/index.m3u8
动作片-终极武装,https://vip.dytt-cine.com/20250521/25451_65df376c/index.m3u8
动作片-制暴：无限杀机,https://vip.dytt-cine.com/20250521/25450_2ad63b2e/index.m3u8
动作片-在失落之地,https://vip.dytt-cine.com/20250521/25449_34b19240/index.m3u8
